cikkszam;nev;ar_eur;listaar_eur;akcios;kedvezmeny_szazalek;keszleten;keszlet_szoveg;suly_gramm;gyarto;url;kep;utolso_modositas
490006539;Badmöbel Set 4-Teilig modernen Stil Weiß aus Holz ML-Design;262.86;350.48;True;25.0;False;elfogyott;63300;ML-Design;https://www.ecdgermany.de/products/490006539-badmobel-set-4-teilig-modernen-stil-weiss-aus-holz-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/490006539_Vari_1_clear.jpg?v=1786644460;2026-09-04T10:47:53+02:00
490006540;Badmöbel Set 4-Teilig modernen Stil Weiß aus Holz ML-Design;254.67;339.56;True;25.0;False;elfogyott;60300;ML-Design;https://www.ecdgermany.de/products/490006540-badmobel-set-4-teilig-modernen-stil-weiss-aus-holz-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/490006540_Vari_1_clear.jpg?v=1786644299;2026-09-04T10:47:53+02:00
490006544;Badmöbel Set 2-Teilig modernen Stil Weiß aus Holz ML-Design;116.0;154.67;True;25.0;False;elfogyott;18000;ML-Design;https://www.ecdgermany.de/products/490006544-badmobel-set-2-teilig-modernen-stil-weiss-aus-holz-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/490006544_Vari_1_clear.jpg?v=1786644792;2026-09-04T10:47:51+02:00
490006545;Badmöbel Set 2-Teilig modernen Stil Weiß aus Holz ML-Design;119.82;159.76;True;25.0;False;elfogyott;15000;ML-Design;https://www.ecdgermany.de/products/490006545-badmobel-set-2-teilig-modernen-stil-weiss-aus-holz-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/490006545_Vari_1_clear.jpg?v=1786644871;2026-09-04T10:47:51+02:00
490006546;Badmöbel Badezimmermöbel Set 5-Teilig Spiegelschrank Hochschrank Unterschrank Midischrank Wäscheschrank in Weiß ML-Design;337.67;450.22;True;25.0;False;elfogyott;91700;ML-Design;https://www.ecdgermany.de/products/490006546-badmobel-badezimmermobel-set-5-teilig-spiegelschrank-hochschrank-unterschrank-midischrank-wascheschrank-in-weiss-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/490006546_Vari_1_clear.jpg?v=1787067710;2026-09-04T10:48:10+02:00
490006547;Badmöbel Badezimmermöbel Set 5-Teilig Spiegelschrank Hochschrank Unterschrank Midischrank Wäscheschrank in Weiß ML-Design;317.85;423.8;True;25.0;False;elfogyott;88700;ML-Design;https://www.ecdgermany.de/products/490006547-badmobel-badezimmermobel-set-5-teilig-spiegelschrank-hochschrank-unterschrank-midischrank-wascheschrank-in-weiss-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/490006547_Vari_1_clear.jpg?v=1787067714;2026-09-04T10:48:10+02:00
490006548;Badmöbel Badezimmermöbel Set 5-Teilig Spiegelschrank Hochschrank Unterschrank Midischrank Wäscheschrank in Weiß ML-Design;360.89;481.18;True;25.0;False;elfogyott;74000;ML-Design;https://www.ecdgermany.de/products/490006548-badmobel-badezimmermobel-set-5-teilig-spiegelschrank-hochschrank-unterschrank-midischrank-wascheschrank-in-weiss-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/490006548_Vari_1_clear.jpg?v=1787067714;2026-09-04T10:48:10+02:00
490006549;Badmöbel Badezimmermöbel Set 5-Teilig Spiegelschrank Hochschrank Unterschrank Midischrank Wäscheschrank in Weiß ML-Design;339.23;452.3;True;25.0;False;elfogyott;71000;ML-Design;https://www.ecdgermany.de/products/490006549-badmobel-badezimmermobel-set-5-teilig-spiegelschrank-hochschrank-unterschrank-midischrank-wascheschrank-in-weiss-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/490006549_Vari_1_clear.jpg?v=1787071291;2026-09-04T10:47:53+02:00
490006550;Badmöbel Set 3-Teilig modernen Stil Weiß aus Holz ML-Design;226.68;302.24;True;25.0;False;elfogyott;18000;ML-Design;https://www.ecdgermany.de/products/490006550-badmobel-set-3-teilig-modernen-stil-weiss-aus-holz-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/490006550_Vari_1_clear.jpg?v=1786644461;2026-09-04T10:47:53+02:00
490006551;Badmöbel Set 4-Teilig modernen Stil Weiß aus Holz ML-Design;301.74;402.32;True;25.0;False;elfogyott;10000;ML-Design;https://www.ecdgermany.de/products/490006551-badmobel-set-4-teilig-modernen-stil-weiss-aus-holz-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/490006551_Vari_1_clear.jpg?v=1786644870;2026-09-04T10:47:51+02:00
490006552;Badmöbel Set 3-Teilig modernen Stil Weiß aus Holz ML-Design;235.51;314.01;True;25.0;False;elfogyott;10000;ML-Design;https://www.ecdgermany.de/products/490006552-badmobel-set-3-teilig-modernen-stil-weiss-aus-holz-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/490006552_Vari_1_clear.jpg?v=1786644460;2026-09-04T10:47:53+02:00
490006553;Badmöbel Set 3-Teilig modernen Stil Weiß aus Holz ML-Design;257.17;342.89;True;25.0;False;elfogyott;10000;ML-Design;https://www.ecdgermany.de/products/490006553-badmobel-set-3-teilig-modernen-stil-weiss-aus-holz-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/490006553_Vari_1_clear.jpg?v=1786644298;2026-09-04T10:47:53+02:00
490006554;Badmöbel Set 3-Teilig modernen Stil Weiß aus Holz ML-Design;222.96;297.28;True;25.0;False;elfogyott;15000;ML-Design;https://www.ecdgermany.de/products/490006554-badmobel-set-3-teilig-modernen-stil-weiss-aus-holz-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/490006554_Vari_1_clear.jpg?v=1786644269;2026-09-04T10:47:53+02:00
490006593;LuxeBath | Universal Ablaufgarnitur für Waschbecken und Waschtisch mit/ohne Überlauf, 1 1/4 Zoll, Pop Up Ventil, Waschbeckenstöpsel - Weiß / Hochglanz / mit Überlauf;17.96;23.95;True;25.0;True;készleten;250;LuxeBath;https://www.ecdgermany.de/products/p322008864-luxebath-universal-ablaufgarnitur-fur-waschbecken-und-waschtisch-mit-ohne-uberlauf-1-1-4-zoll-pop-up-ventil-waschbeckenstopsel;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Luxe-648_galerie_1_clear_4ba66a70-fb41-46c5-852a-e398e64a92ed.jpg?v=1786636631;2026-09-04T10:47:46+02:00
490006594;LuxeBath | Universal Ablaufgarnitur für Waschbecken und Waschtisch mit/ohne Überlauf, 1 1/4 Zoll, Pop Up Ventil, Waschbeckenstöpsel - Weiß / Hochglanz / ohne Überlauf;17.95;23.93;True;25.0;True;készleten;250;LuxeBath;https://www.ecdgermany.de/products/p322008864-luxebath-universal-ablaufgarnitur-fur-waschbecken-und-waschtisch-mit-ohne-uberlauf-1-1-4-zoll-pop-up-ventil-waschbeckenstopsel;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Luxe-648_galerie_1_clear_4ba66a70-fb41-46c5-852a-e398e64a92ed.jpg?v=1786636631;2026-09-04T10:47:46+02:00
490006595;ML-DESIGN | Heizkörperverkleidung mit Rautenmuster aus Holz ML-Design - Anthrazit / 78 x 19 x 82 cm;43.6;58.13;True;25.0;True;készleten;8900;ML-Design;https://www.ecdgermany.de/products/p490006595-ml-design-heizkorperverkleidung-mit-rautenmuster-aus-holz-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML-608_Galerie_3_clear_c58827f1-be57-433d-8679-816fb30a5cdd.jpg?v=1786637015;2026-09-04T10:47:43+02:00
490006597;ML-DESIGN | Heizkörperverkleidung mit Rautenmuster aus Holz ML-Design - Anthrazit / 152 x 19 x 82 cm;61.51;82.01;True;25.0;True;készleten;10200;ML-Design;https://www.ecdgermany.de/products/p490006595-ml-design-heizkorperverkleidung-mit-rautenmuster-aus-holz-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML-608_Galerie_3_clear_c58827f1-be57-433d-8679-816fb30a5cdd.jpg?v=1786637015;2026-09-04T10:47:43+02:00
490006598;ML-DESIGN | Heizkörperverkleidung im Landhausstil aus MDF lackiert für Schlafzimmer Wohnzimmer - Anthrazit / 78 x 19 x 82 cm;39.9;53.2;True;25.0;True;készleten;11200;ECD Germany;https://www.ecdgermany.de/products/p390001361-ml-design-heizkorperverkleidung-im-landhausstil-aus-mdf-lackiert-fur-schlafzimmer-wohnzimmer;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML-609_Galerie_3_clear_94ddb03c-c903-4f8d-b83d-354edbd1fb36.jpg?v=1786637019;2026-09-04T10:47:48+02:00
490006599;ML-DESIGN | Heizkörperverkleidung im Landhausstil aus MDF lackiert für Schlafzimmer Wohnzimmer - Anthrazit / 112 x 19 x 82 cm;49.61;66.15;True;25.0;True;készleten;8500;ECD Germany;https://www.ecdgermany.de/products/p390001361-ml-design-heizkorperverkleidung-im-landhausstil-aus-mdf-lackiert-fur-schlafzimmer-wohnzimmer;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML-609_Galerie_3_clear_94ddb03c-c903-4f8d-b83d-354edbd1fb36.jpg?v=1786637019;2026-09-04T10:47:48+02:00
490006600;ML-DESIGN | Heizkörperverkleidung im Landhausstil aus MDF lackiert für Schlafzimmer Wohnzimmer - Anthrazit / 152 x 19 x 82 cm;63.25;84.33;True;25.0;True;készleten;13200;ECD Germany;https://www.ecdgermany.de/products/p390001361-ml-design-heizkorperverkleidung-im-landhausstil-aus-mdf-lackiert-fur-schlafzimmer-wohnzimmer;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML-609_Galerie_3_clear_94ddb03c-c903-4f8d-b83d-354edbd1fb36.jpg?v=1786637019;2026-09-04T10:47:48+02:00
490006602;Wärmepumpe für Pools & Schwimmbecken 760W ML-Design;488.9;651.87;True;25.0;False;elfogyott;24000;ML-Design;https://www.ecdgermany.de/products/490006602-warmepumpe-fur-pools-schwimmbecken-760w-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML-532_Galerie_1_clear.jpg?v=1786640692;2026-09-04T10:48:10+02:00
490006624;78er Aquarell Buntstifte Set für Kinder und Erwachsene;30.06;40.08;True;25.0;False;elfogyott;900;ECD Germany;https://www.ecdgermany.de/products/490006624-78er-aquarell-buntstifte-set-fur-kinder-und-erwachsene;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/IP-1996_galerie_3_clear.jpg?v=1786637025;2026-09-04T10:48:04+02:00
490006625;Große Staffelei 65x240 cm aus Buchenholz mit Malauflage;69.69;92.93;True;25.0;False;elfogyott;6100;ECD Germany;https://www.ecdgermany.de/products/490006625-grosse-staffelei-65x240-cm-aus-buchenholz-mit-malauflage;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/IP-1997_galerie_3_clear.jpg?v=1786637024;2026-09-04T10:48:09+02:00
490006717;Blumenständer verstellbar 25-36 cm Schwarz aus Metall ML-Design;23.27;31.03;True;25.0;False;elfogyott;700;ML-Design;https://www.ecdgermany.de/products/490006717-blumenstander-verstellbar-25-36-cm-schwarz-aus-metall-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML-536_galerie_1_clear.jpg?v=1786637026;2026-09-04T10:48:04+02:00
490006719;Blumenständer 60x25x78 cm Schwarz aus Metall ML-Design;47.84;63.79;True;25.0;True;készleten;5500;ML-Design;https://www.ecdgermany.de/products/490006719-blumenstander-60x25x78-cm-schwarz-aus-metall-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML-538_galerie_1_clear.jpg?v=1786637032;2026-09-04T10:48:11+02:00
490006722;Blumenständer 45x45x80 cm Weiß aus Metall ML-Design;57.5;76.67;True;25.0;True;készleten;3800;ML-Design;https://www.ecdgermany.de/products/490006722-blumenstander-45x45x80-cm-weiss-aus-metall-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML-541_galerie_1_clear.jpg?v=1786637032;2026-09-04T10:48:14+02:00
490006723;Blumenständer 25x25x30 cm Schwarz aus Holz ML-Design;24.18;32.24;True;25.0;False;elfogyott;700;ML-Design;https://www.ecdgermany.de/products/490006723-blumenstander-25x25x30-cm-schwarz-aus-holz-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML-542_galerie_1_clear.jpg?v=1786637036;2026-09-04T10:48:04+02:00
490006724;Blumenständer 25x25x30 cm Braun aus Holz ML-Design;19.4;25.87;True;25.0;False;elfogyott;700;ML-Design;https://www.ecdgermany.de/products/490006724-blumenstander-25x25x30-cm-braun-aus-holz-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML-543_galerie_1_clear.jpg?v=1786637035;2026-09-04T10:48:04+02:00
490006728;Blumenständer 3er Set Gold aus Metall ML-Design;65.6;87.47;True;25.0;False;elfogyott;5200;ML-Design;https://www.ecdgermany.de/products/490006728-blumenstander-3er-set-gold-aus-metall-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML-547_galerie_1_clear.jpg?v=1786642734;2026-09-04T10:47:58+02:00
490006771;Sonnenschirm mit Kurbel Ø 270 cm Grau aus Polyester;69.9;93.2;True;25.0;False;elfogyott;8000;ECD Germany;https://www.ecdgermany.de/products/490006771-sonnenschirm-mit-kurbel-o-270-cm-grau-aus-polyester;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/IP-2000_Galerie_1_clean_neu.jpg?v=1786637041;2026-09-04T10:48:09+02:00
490006772;Sonnenschirm mit Kurbel und Abdeckung Ø 270 cm Grau aus Polyester;76.89;102.52;True;25.0;False;elfogyott;1000;ECD Germany;https://www.ecdgermany.de/products/490006772-sonnenschirm-mit-kurbel-und-abdeckung-o-270-cm-grau-aus-polyester;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/IP-2000_ML-109_Galerie_2_neu.jpg?v=1786637043;2026-09-04T10:48:09+02:00
490006773;Sonnenschirm mit Kurbel inkl. Abdeckung und Gewicht für Ständer Ø 270 cm Grau aus Polyester;147.89;197.19;True;25.0;False;elfogyott;1000;ECD Germany;https://www.ecdgermany.de/products/490006773-sonnenschirm-mit-kurbel-inkl-abdeckung-und-gewicht-fur-stander-o-270-cm-grau-aus-polyester;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/IP-2000_ML-109_IP-1293_Galerie_2_neu.jpg?v=1786637045;2026-09-04T10:48:08+02:00
490006774;Schattennetz für Kleinwagen 2,5x3 m Silber/Schwarz aus Polyethylen;33.99;45.32;True;25.0;False;elfogyott;1100;ECD Germany;https://www.ecdgermany.de/products/490006774-schattennetz-fur-kleinwagen-2-5x3-m-silber-schwarz-aus-polyethylen;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/GG24_galerie_2_clear_S.jpg?v=1786637046;2026-09-04T10:48:04+02:00
490006775;Schattennetz für Kompaktwagen 3x4 m Silber/Schwarz aus Polyethylen;43.89;58.52;True;25.0;False;elfogyott;1450;ECD Germany;https://www.ecdgermany.de/products/490006775-schattennetz-fur-kompaktwagen-3x4-m-silber-schwarz-aus-polyethylen;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/GG24_galerie_2_clear_M.jpg?v=1786637048;2026-09-04T10:48:04+02:00
490006776;Schattennetz für Kombis 4x6 m Silber/Schwarz aus Polyethylen;66.89;89.19;True;25.0;False;elfogyott;3200;ECD Germany;https://www.ecdgermany.de/products/490006776-schattennetz-fur-kombis-4x6-m-silber-schwarz-aus-polyethylen;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/GG24_galerie_2_clear_L.jpg?v=1786637048;2026-09-04T10:48:04+02:00
490006777;Schattennetz für Kombis und Vans 4x8 m Silber/Schwarz aus Polyethylen;68.89;91.85;True;25.0;False;elfogyott;4000;ECD Germany;https://www.ecdgermany.de/products/490006777-schattennetz-fur-kombis-und-vans-4x8-m-silber-schwarz-aus-polyethylen;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/GG24_galerie_2_clear_XL.jpg?v=1786637049;2026-09-04T10:48:04+02:00
490006785;B-Ware Aufblasbares Stand Up Paddle Board Makani 320x82x15 cm Schwarz/Rot aus PVC;120.99;161.32;True;25.0;True;készleten;13000;ECD Germany;https://www.ecdgermany.de/products/490006785-b-ware-aufblasbares-stand-up-paddle-board-makani-320x82x15-cm-schwarz-rot-aus-pvc;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/IP-1886_galerie_2.jpg?v=1781647872;2026-09-04T10:47:46+02:00
490006792;Werkzeugkasten leer mit Zwischenfach 65x32x31 cm aus Hartkunststoff;31.99;42.65;True;25.0;False;elfogyott;2000;ECD Germany;https://www.ecdgermany.de/products/490006792-werkzeugkasten-leer-mit-zwischenfach-65x32x31-cm-aus-hartkunststoff;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/IP-2002_galerie_3_clear.jpg?v=1786637050;2026-09-04T10:48:04+02:00
490006826;Hängesessel mit Gestell Ø 80cm Grau aus Baumwolle Belastbar bis 120 kg;133.99;178.65;True;25.0;False;elfogyott;17900;ECD Germany;https://www.ecdgermany.de/products/490006826-hangesessel-mit-gestell-o-80cm-grau-aus-baumwolle-belastbar-bis-120-kg;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/490006826_IP-835_IP-1795_Vari.jpg?v=1786644485;2026-09-04T10:47:51+02:00
490006847;Riedlaterne mit Henkel 2er Set 40cm & 50cm Schwarz Gartenlaterne aus umweltfreundlichem Rattan;43.16;57.55;True;25.0;True;készleten;3000;ECD Germany;https://www.ecdgermany.de/products/490006847-riedlaterne-mit-henkel-2er-set-40cm-50cm-schwarz-gartenlaterne-aus-umweltfreundlichem-rattan;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Vari_IP-1703_1704_1_clear.jpg?v=1779803114;2026-09-04T10:47:51+02:00
490006848;Riedlaterne mit Henkel 2er Set 50cm & 60cm Schwarz Gartenlaterne aus umweltfreundlichem Rattan;48.35;64.47;True;25.0;True;készleten;3200;ECD Germany;https://www.ecdgermany.de/products/490006848-riedlaterne-mit-henkel-2er-set-50cm-60cm-schwarz-gartenlaterne-aus-umweltfreundlichem-rattan;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Vari_IP-1704_1705_1_clear.jpg?v=1781079367;2026-09-04T10:48:10+02:00
490006849;Riedlaterne mit Henkel 2er Set 40cm & 50cm Natur Gartenlaterne aus umweltfreundlichem Rattan;36.46;48.61;True;25.0;True;készleten;3000;ECD Germany;https://www.ecdgermany.de/products/490006849-riedlaterne-mit-henkel-2er-set-40cm-50cm-natur-gartenlaterne-aus-umweltfreundlichem-rattan;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/Vari_IP-1700_1701_1_clear.jpg?v=1779803117;2026-09-04T10:47:53+02:00
490006853;Paneelheizkörper Einlagig 300x900 mm Weiß ML-Design;74.77;99.69;True;25.0;False;elfogyott;7880;LuxeBath;https://www.ecdgermany.de/products/490006853-paneelheizkorper-einlagig-300x900-mm-weiss-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML_Heater-Paneel_Galeriebild_ohne_Hintergund_weiss_300x900_4395b426-3d78-4de4-82e8-76b53b728999.jpg?v=1786637057;2026-09-04T10:48:11+02:00
490006854;Paneelheizkörper Einlagig 900x300 mm Anthrazit ML-Design;76.44;101.92;True;25.0;False;elfogyott;5000;LuxeBath;https://www.ecdgermany.de/products/490006854-paneelheizkorper-einlagig-900x300-mm-anthrazit-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML_Heater-Paneel_Galeriebild_ohne_Hintergrund_anthrazit_300x900_ad506bde-e9e8-4811-8236-71910701c46a.jpg?v=1786637058;2026-09-04T10:48:03+02:00
490006855;Paneelheizkörper Einlagig 1600x300 mm Weiß ML-Design;104.75;139.67;True;25.0;False;elfogyott;13800;LuxeBath;https://www.ecdgermany.de/products/490006855-paneelheizkorper-einlagig-1600x300-mm-weiss-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML_Heater-Paneel_Galeriebild_ohne_Hintergund_weiss_300x1600_f6a82455-74fe-4029-b196-691830ac0d5c.jpg?v=1786637061;2026-09-04T10:48:09+02:00
490006856;Paneelheizkörper Einlagig 1600x300 mm Anthrazit ML-Design;99.86;133.15;True;25.0;False;elfogyott;12810;LuxeBath;https://www.ecdgermany.de/products/490006856-paneelheizkorper-einlagig-1600x300-mm-anthrazit-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML_Heater-Paneel_Galeriebild_ohne_Hintergrund_anthrazit_300x1600_25f449d4-7eb8-4e5d-8a2b-fcd4b01d236f.jpg?v=1786637062;2026-09-04T10:48:09+02:00
490006857;Paneelheizkörper Einlagig 1800x300 mm Weiß ML-Design;150.07;200.09;True;25.0;False;elfogyott;14770;LuxeBath;https://www.ecdgermany.de/products/490006857-paneelheizkorper-einlagig-1800x300-mm-weiss-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML_Heater-Paneel_Galeriebild_ohne_Hintergund_weiss_300x1800_d15a03c2-3191-4f31-bab4-f16d373a9f45.jpg?v=1786637064;2026-09-04T10:48:07+02:00
490006859;Paneelheizkörper Einlagig 1800x300 mm Anthrazit ML-Design;152.48;203.31;True;25.0;False;elfogyott;14010;LuxeBath;https://www.ecdgermany.de/products/490006859-paneelheizkorper-einlagig-1800x300-mm-anthrazit-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML_Heater-Paneel_Galeriebild_ohne_Hintergrund_anthrazit_300x1800_06aab7ad-6389-44fb-853e-da2aba6e7825.jpg?v=1786637065;2026-09-04T10:48:07+02:00
490006860;Paneelheizkörper Doppellagig 1600x300 mm Weiß ML-Design;150.34;200.45;True;25.0;False;elfogyott;23120;LuxeBath;https://www.ecdgermany.de/products/490006860-paneelheizkorper-doppellagig-1600x300-mm-weiss-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML_Heater-Paneel_Galeriebild_ohne_Hintergund_weiss_300x1600_94a3d7ca-7466-47ec-97d1-b76f73d42285.jpg?v=1786637066;2026-09-04T10:48:08+02:00
490006861;Paneelheizkörper Doppellagig 1600x300 mm Anthrazit ML-Design;156.16;208.21;True;25.0;False;elfogyott;22220;LuxeBath;https://www.ecdgermany.de/products/490006861-paneelheizkorper-doppellagig-1600x300-mm-anthrazit-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML_Heater-Paneel_Galeriebild_ohne_Hintergrund_anthrazit_300x1600_775e56b2-7f5d-4da7-b71d-0c49e2695ffd.jpg?v=1786637067;2026-09-04T10:48:08+02:00
490006862;Paneelheizkörper Doppellagig 1800x300 mm Weiß ML-Design;210.3;280.39;True;25.0;False;elfogyott;23700;LuxeBath;https://www.ecdgermany.de/products/490006862-paneelheizkorper-doppellagig-1800x300-mm-weiss-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML_Heater-Paneel_Galeriebild_ohne_Hintergund_weiss_300x1800_585614f0-ea58-463e-bfc9-618614851154.jpg?v=1786637069;2026-09-04T10:48:07+02:00
490006863;Paneelheizkörper Doppellagig 1800x300 mm Anthrazit ML-Design;194.13;258.83;True;25.0;False;elfogyott;25890;LuxeBath;https://www.ecdgermany.de/products/490006863-paneelheizkorper-doppellagig-1800x300-mm-anthrazit-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML_Heater-Paneel_Galeriebild_ohne_Hintergrund_anthrazit_300x1800_d104603f-8beb-4386-b31d-3472722221f7.jpg?v=1786637069;2026-09-04T10:48:07+02:00
490006864;Badheizkörper 1800x604 mm Weiß mit Mittelanschluss ML-Design;392.8;523.73;True;25.0;False;elfogyott;41250;LuxeBath;https://www.ecdgermany.de/products/490006864-badheizkorper-1800x604-mm-weiss-mit-mittelanschluss-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML_Heater-Plate_Galeriebild_ohne_Hintergrund_anthrazit_604x1804_e02d77bf-fb1d-4150-a7f5-b5578dc06401.jpg?v=1786637072;2026-09-04T10:48:11+02:00
490006865;Badheizkörper 604x1800 mm Anthrazit mit Mittelanschluss ML-Design;392.37;523.17;True;25.0;False;elfogyott;33750;LuxeBath;https://www.ecdgermany.de/products/490006865-badheizkorper-604x1800-mm-anthrazit-mit-mittelanschluss-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML_Heater-Plate_Galeriebild_ohne_Hintergrund_anthrazit_604x1804_c0b4aaf9-e743-4c00-929d-7b689220229b.jpg?v=1786637073;2026-09-04T10:48:05+02:00
490006866;Badheizkörper 1600x452 mm Weiß mit Mittelanschluss ML-Design;171.69;228.92;True;25.0;False;elfogyott;26660;LuxeBath;https://www.ecdgermany.de/products/490006866-badheizkorper-1600x452-mm-weiss-mit-mittelanschluss-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML_Heater-Plate_Galeriebild_ohne_Hintergrund_weiss_452x1604_37ee885b-148d-47a7-a8fc-2ff20464e033.jpg?v=1786637074;2026-09-04T10:48:08+02:00
490006867;Badheizkörper 1600x452 mm Anthrazit mit Mittelanschluss ML-Design;176.05;234.73;True;25.0;False;elfogyott;26480;LuxeBath;https://www.ecdgermany.de/products/490006867-badheizkorper-1600x452-mm-anthrazit-mit-mittelanschluss-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML_Heater-Plate_Galeriebild_ohne_Hintergrund_anthrazit_452x1604_93ea7a16-de0c-409f-b236-c05152f5b268.jpg?v=1786637074;2026-09-04T10:48:08+02:00
490006868;Badheizkörper 1800x452 mm Weiß mit Mittelanschluss ML-Design;312.65;416.87;True;25.0;False;elfogyott;30340;LuxeBath;https://www.ecdgermany.de/products/490006868-badheizkorper-1800x452-mm-weiss-mit-mittelanschluss-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML_Heater-Plate_Galeriebild_ohne_Hintergrund_weiss_452x1804_7a8105ce-9944-427c-99dc-4981fc53b8c5.jpg?v=1786637075;2026-09-04T10:48:05+02:00
490006869;Badheizkörper 1800x452 mm Anthrazit mit Mittelanschluss ML-Design;318.64;424.85;True;25.0;False;elfogyott;29860;LuxeBath;https://www.ecdgermany.de/products/490006869-badheizkorper-1800x452-mm-anthrazit-mit-mittelanschluss-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML_Heater-Plate_Galeriebild_ohne_Hintergrund_anthrazit_452x1804_3eb6f79b-a7c4-42ba-b1ee-35da2180a279.jpg?v=1786637075;2026-09-04T10:48:07+02:00
490006870;Gartenstuhl Adirondack Sonnenstuhl Gartensessel wetterfest aus Massivholz bis 120 kg - Grau / 2er;109.69;146.25;True;25.0;True;készleten;19000;ML-Design;https://www.ecdgermany.de/products/p490006870-gartenstuhl-adirondack-sonnenstuhl-gartensessel-wetterfest-aus-massivholz-bis-120-kg;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML-1400_galerie_1_clear_60726035-46ec-47f4-b8ef-3f168b56cdce.jpg?v=1786640016;2026-09-04T10:47:55+02:00
490006872;Badheizkörper 1600x600 mm Weiß mit Mittelanschluss ML-Design;355.99;474.65;True;25.0;False;elfogyott;32700;LuxeBath;https://www.ecdgermany.de/products/490006872-badheizkorper-1600x600-mm-weiss-mit-mittelanschluss-ml-design;https://cdn.shopify.com/s/files/1/0649/6613/1888/files/ML_Heater-Plate_Galeriebild_ohne_Hintergrund_anthrazit_604x1604_61272e95-c3b0-4632-8041-73e9718ec6f5.jpg?v=1786637083;2026-09-04T10:48:05+02:00
